N,P,K,temperature,humidity,ph,rainfall,season,soil_type,crop
109.5,108.2,117.8,15.0,68.9,5.41,81.4,Rabi,Loamy,potato
40.8,28.5,32.8,30.0,50.5,6.46,80.1,Kharif,Sandy,sesame
82.0,50.6,64.6,33.6,75.1,6.04,46.8,Zaid,Sandy,watermelon
96.4,55.3,110.5,24.0,77.3,5.78,224.8,Kharif,Clayey,sugarcane
74.7,53.0,87.1,23.6,65.8,6.5,110.6,Rabi,Sandy,onion
19.7,54.0,21.5,30.8,46.9,7.06,50.7,Kharif,Sandy,mungbean
76.0,54.1,72.0,32.5,67.9,5.79,49.5,Kharif,Loamy,sunflower
75.2,9.8,42.6,22.8,88.2,6.11,191.2,Kharif,Clayey,rice
101.9,44.2,64.8,20.8,70.0,6.55,142.8,Zaid,Sandy,orange
79.1,64.8,51.7,25.9,64.2,5.79,63.2,Kharif,Loamy,maize
38.0,27.7,65.9,26.5,45.4,6.41,52.0,Rabi,Sandy,grapes
36.2,44.7,53.5,17.1,79.0,6.18,63.8,Rabi,Loamy,peas
113.4,58.3,81.8,31.6,71.9,6.06,74.3,Zaid,Loamy,guava
19.2,54.4,19.8,29.8,64.5,7.25,60.0,Kharif,Sandy,mothbeans
60.3,58.7,89.1,23.5,68.8,6.65,81.9,Rabi,Loamy,onion
83.8,31.4,186.5,25.4,84.5,6.23,200.4,Kharif,Loamy,coconut
30.8,57.1,85.2,33.8,66.8,6.25,49.6,Kharif,Loamy,groundnut
158.6,61.9,216.4,33.0,75.0,5.74,249.2,Kharif,Loamy,banana
28.8,44.4,41.9,13.3,67.8,6.09,81.1,Rabi,Loamy,peas
12.7,53.5,48.5,26.2,55.0,5.67,137.3,Kharif,Sandy,pigeonpeas
101.5,39.9,45.5,26.2,75.0,6.53,148.2,Kharif,Clayey,rice
62.0,58.4,97.6,22.9,51.4,6.32,83.1,Rabi,Loamy,onion
54.3,22.4,25.3,16.2,60.5,6.9,81.7,Rabi,Loamy,barley
79.2,47.4,241.0,27.3,80.3,5.34,73.5,Kharif,Loamy,coconut
107.3,54.4,84.0,20.7,79.2,5.19,215.2,Kharif,Loamy,coffee
100.3,49.9,30.9,25.3,71.2,5.98,94.8,Kharif,Sandy,maize
132.6,55.0,34.9,19.9,83.3,4.61,338.7,Kharif,Loamy,tea
19.9,62.4,30.7,22.8,40.0,7.33,65.8,Rabi,Loamy,chickpea
37.7,38.2,28.6,21.7,40.1,6.18,24.3,Rabi,Clayey,linseed
82.7,48.7,41.9,21.6,78.6,5.56,305.8,Kharif,Clayey,rice
81.2,43.0,53.7,37.1,46.7,6.9,32.6,Zaid,Sandy,watermelon
86.1,43.2,36.1,23.5,87.7,4.76,373.4,Kharif,Loamy,tea
81.4,35.8,36.9,10.2,58.2,7.62,59.0,Rabi,Loamy,mustard
121.0,62.3,105.3,27.7,68.2,6.63,147.1,Kharif,Sandy,turmeric
69.5,41.9,59.5,33.1,75.3,7.22,55.0,Zaid,Sandy,watermelon
110.1,67.2,141.3,28.5,83.2,6.87,192.0,Kharif,Loamy,sugarcane
23.8,46.7,82.7,27.2,59.0,6.99,68.6,Kharif,Loamy,groundnut
54.5,39.8,72.1,18.9,64.8,5.79,25.3,Rabi,Loamy,garlic
88.9,48.2,88.9,30.1,60.9,5.42,78.7,Rabi,Sandy,tobacco
51.6,59.1,41.1,21.0,72.1,6.92,215.8,Rabi,Loamy,wheat
28.9,34.7,21.6,16.7,52.4,6.96,32.5,Rabi,Loamy,linseed
96.7,45.0,49.7,26.2,82.6,7.11,146.3,Rabi,Loamy,wheat
86.7,72.4,81.5,27.7,64.8,6.86,37.8,Kharif,Sandy,sunflower
24.4,58.6,58.2,25.0,55.0,5.83,75.3,Kharif,Sandy,groundnut
23.2,77.6,64.1,26.1,64.2,6.09,88.7,Kharif,Loamy,soybean
65.4,22.4,27.3,23.4,60.2,5.26,103.9,Kharif,Loamy,finger_millet
56.2,34.8,27.1,29.6,82.6,6.76,34.9,Kharif,Loamy,sorghum
113.5,48.0,101.4,27.8,72.4,6.6,180.1,Kharif,Sandy,turmeric
93.9,37.1,53.9,26.2,86.7,6.31,255.2,Kharif,Clayey,rice
46.7,60.6,77.9,25.9,74.5,6.56,67.4,Rabi,Sandy,onion
98.8,65.8,106.6,24.5,80.7,5.9,232.1,Kharif,Loamy,pepper
53.2,48.1,97.2,22.9,70.1,6.43,92.4,Rabi,Loamy,tobacco
19.2,67.8,85.8,31.2,61.3,6.66,94.6,Kharif,Sandy,groundnut
111.5,79.7,98.1,24.0,62.2,6.65,36.8,Kharif,Sandy,tomato
54.5,40.4,50.1,18.0,70.6,6.12,153.8,Rabi,Loamy,apple
14.7,36.1,42.3,27.6,64.0,6.43,143.1,Kharif,Loamy,pigeonpeas
190.9,200.0,219.6,27.2,65.7,5.87,144.0,Zaid,Loamy,papaya
31.1,51.0,53.7,15.9,72.7,6.47,83.9,Rabi,Loamy,peas
13.7,15.2,21.5,22.7,64.7,6.52,38.1,Rabi,Sandy,lentil
74.2,55.8,35.9,28.4,77.6,7.18,70.0,Kharif,Sandy,maize
41.9,23.2,27.3,33.0,49.6,5.99,30.2,Kharif,Loamy,sesame
133.6,37.1,60.1,24.6,74.2,6.54,282.4,Kharif,Loamy,rice
64.3,24.7,27.4,9.8,47.6,6.19,88.6,Rabi,Sandy,barley
127.1,61.0,89.1,28.0,74.6,6.63,71.0,Zaid,Loamy,mango
95.0,49.4,130.0,19.4,86.1,5.37,193.8,Kharif,Loamy,coffee
72.3,33.1,29.8,33.8,39.6,6.43,47.5,Kharif,Sandy,sorghum
95.1,36.2,42.7,16.6,56.9,7.15,66.9,Rabi,Loamy,mustard
40.7,24.7,19.9,27.2,54.9,6.27,66.8,Kharif,Sandy,sorghum
65.3,31.0,42.9,17.2,64.1,6.82,63.6,Rabi,Sandy,mustard
29.0,59.3,68.9,23.4,65.3,7.03,79.0,Kharif,Loamy,groundnut
12.7,51.7,40.3,22.4,49.7,7.57,58.5,Rabi,Loamy,chickpea
179.8,49.7,189.2,19.8,86.8,5.86,188.4,Kharif,Loamy,banana
47.2,27.3,16.4,17.7,75.0,5.72,36.1,Rabi,Clayey,linseed
75.8,55.3,40.4,17.1,84.5,6.66,153.2,Rabi,Sandy,wheat
58.0,45.9,43.8,22.5,73.1,6.89,230.6,Rabi,Loamy,wheat
10.6,56.1,50.5,24.4,55.1,6.76,62.8,Rabi,Sandy,chickpea
94.1,45.4,82.6,22.8,70.6,6.33,124.5,Zaid,Loamy,guava
99.3,75.7,117.1,17.6,82.8,5.81,62.2,Rabi,Loamy,potato
82.1,36.6,39.2,25.3,69.1,6.92,60.2,Kharif,Clayey,cotton
122.7,54.0,51.7,33.8,58.2,7.24,87.6,Kharif,Loamy,cotton
29.1,67.3,52.5,18.3,64.2,5.99,132.5,Kharif,Loamy,kidneybeans
20.6,51.6,76.7,22.3,69.7,5.61,88.8,Kharif,Sandy,groundnut
78.0,41.5,47.5,35.6,77.8,6.29,84.8,Zaid,Sandy,watermelon
111.8,54.8,109.5,28.4,82.8,6.19,149.5,Kharif,Sandy,turmeric
12.6,19.8,18.1,22.0,52.3,6.32,35.3,Rabi,Sandy,lentil
82.1,47.0,44.6,17.6,61.6,7.55,44.8,Rabi,Loamy,mustard
96.1,48.1,87.6,23.3,55.3,6.59,91.9,Rabi,Sandy,onion
24.7,56.2,51.4,27.6,64.6,6.74,70.7,Kharif,Sandy,cowpea
11.4,18.9,20.3,19.7,59.0,6.96,51.5,Rabi,Loamy,lentil
77.9,43.1,49.6,24.3,76.6,6.41,256.3,Kharif,Clayey,rice
26.8,30.2,36.5,25.8,65.3,5.46,45.7,Kharif,Sandy,sesame
94.5,47.9,49.6,20.8,52.2,7.26,49.3,Rabi,Loamy,mustard
16.8,75.7,53.6,20.0,71.1,6.71,104.4,Kharif,Loamy,kidneybeans
100.6,48.5,34.5,20.6,55.2,7.54,35.5,Rabi,Loamy,mustard
24.6,62.1,93.4,29.8,69.9,6.13,107.1,Kharif,Sandy,groundnut
59.5,47.3,48.6,30.2,56.4,6.66,31.9,Kharif,Loamy,castor
20.9,71.1,57.3,17.8,66.6,6.19,124.3,Kharif,Loamy,kidneybeans
18.6,83.5,61.4,19.8,58.6,6.7,85.6,Kharif,Loamy,kidneybeans
200.0,200.0,198.9,28.1,62.7,6.36,144.7,Zaid,Sandy,papaya
29.6,16.5,15.7,22.2,54.7,6.63,44.9,Kharif,Loamy,sesame
128.0,53.8,206.3,26.0,81.3,7.03,196.4,Kharif,Loamy,banana
85.6,51.6,36.8,29.9,48.6,7.64,93.8,Kharif,Sandy,cotton
188.7,200.0,177.9,29.0,59.3,6.36,65.8,Zaid,Loamy,papaya
63.2,28.9,29.8,31.6,37.3,6.84,47.1,Kharif,Sandy,pearl_millet
91.5,29.4,58.9,23.3,58.2,6.99,132.1,Kharif,Clayey,cotton
115.4,73.5,106.7,17.3,58.8,5.78,110.0,Rabi,Sandy,potato
85.9,60.4,35.0,20.8,51.9,6.88,32.6,Rabi,Sandy,mustard
26.5,68.5,61.7,23.8,74.0,6.8,112.8,Kharif,Loamy,soybean
22.6,68.6,60.3,20.2,73.1,6.2,129.5,Kharif,Loamy,kidneybeans
84.5,42.2,70.2,17.0,59.1,6.17,51.3,Rabi,Sandy,garlic
103.6,55.4,120.4,27.0,74.6,6.52,251.4,Kharif,Clayey,sugarcane
84.7,55.1,114.4,28.5,77.7,5.19,224.9,Kharif,Loamy,pepper
25.7,43.3,23.3,30.7,49.0,6.7,64.3,Kharif,Loamy,mungbean
95.3,50.8,81.4,33.4,46.4,5.79,85.9,Zaid,Loamy,mango
13.5,44.6,44.6,24.9,70.1,5.31,174.4,Kharif,Loamy,pigeonpeas
22.6,48.4,26.6,30.8,64.8,6.63,47.0,Kharif,Loamy,blackgram
96.1,45.7,62.8,33.1,51.6,6.98,65.1,Kharif,Loamy,cotton
62.9,41.7,46.2,26.6,81.6,6.57,218.0,Kharif,Clayey,rice
26.6,40.5,14.8,33.0,48.1,6.8,51.7,Kharif,Sandy,mungbean
15.8,67.2,50.7,27.3,73.0,6.1,80.9,Kharif,Sandy,cowpea
19.5,51.0,14.0,30.0,60.2,6.24,69.3,Kharif,Loamy,mungbean
110.3,57.1,67.2,35.5,55.5,5.72,115.4,Zaid,Loamy,mango
99.4,58.5,104.5,26.8,76.9,6.06,173.9,Kharif,Loamy,turmeric
123.3,60.8,135.8,30.8,81.6,6.24,221.3,Kharif,Loamy,sugarcane
119.8,42.1,55.5,26.4,86.2,4.92,401.7,Kharif,Loamy,rubber
108.4,45.9,62.5,31.5,60.2,6.89,26.6,Kharif,Sandy,sunflower
55.6,49.2,59.9,24.7,64.9,6.59,139.7,Zaid,Sandy,orange
23.1,91.2,58.3,20.7,69.9,6.06,113.1,Kharif,Loamy,kidneybeans
65.1,33.1,54.7,23.7,90.7,5.96,473.4,Kharif,Loamy,cardamom
30.0,52.6,95.4,25.2,57.5,6.98,50.0,Kharif,Sandy,groundnut
98.7,47.6,66.1,34.6,79.2,6.51,62.2,Zaid,Sandy,watermelon
31.0,50.2,50.8,30.1,63.0,5.8,74.3,Kharif,Loamy,cowpea
95.4,58.8,58.3,31.0,48.7,6.32,74.8,Kharif,Sandy,sunflower
25.2,44.0,21.5,28.7,59.0,6.69,31.6,Kharif,Loamy,blackgram
59.1,46.9,80.9,14.0,52.8,6.51,53.3,Rabi,Sandy,garlic
78.7,56.4,79.3,26.5,77.1,6.82,90.4,Rabi,Loamy,onion
155.9,65.2,195.6,29.4,81.2,6.29,206.7,Kharif,Loamy,banana
36.7,33.4,25.1,32.3,39.6,6.35,52.5,Kharif,Loamy,sesame
22.4,62.5,41.3,31.2,52.7,7.65,46.9,Rabi,Loamy,chickpea
14.3,64.9,40.3,23.4,34.7,7.45,41.0,Rabi,Loamy,chickpea
92.5,45.5,31.5,19.6,51.4,7.72,57.5,Rabi,Sandy,mustard
31.0,52.5,54.2,28.1,80.2,6.77,83.4,Kharif,Clayey,soybean
69.1,48.8,23.6,23.6,83.9,6.06,253.3,Kharif,Loamy,rice
30.0,41.2,18.2,28.7,49.1,6.86,60.1,Kharif,Loamy,blackgram
96.5,37.0,57.1,27.3,85.4,6.93,179.5,Kharif,Clayey,rice
186.0,60.1,195.2,23.5,77.4,6.42,151.3,Kharif,Loamy,banana
179.1,46.1,198.3,29.9,82.5,6.38,199.4,Kharif,Loamy,banana
105.6,55.4,76.2,42.4,40.5,7.04,45.6,Zaid,Sandy,pomegranate
75.7,47.3,64.1,19.9,64.1,6.72,90.9,Rabi,Sandy,apple
182.1,46.5,233.1,25.1,74.9,6.31,245.4,Kharif,Loamy,banana
81.3,73.4,73.8,23.6,65.7,6.09,54.3,Kharif,Loamy,tomato
44.7,38.2,21.9,22.9,61.3,7.6,35.2,Rabi,Clayey,linseed
65.6,27.4,52.2,21.9,92.6,6.89,212.9,Kharif,Loamy,rice
60.0,42.8,47.8,17.6,47.7,5.18,33.5,Rabi,Loamy,garlic
65.9,24.9,67.1,28.5,56.1,6.59,37.6,Rabi,Sandy,grapes
77.5,48.2,83.3,26.8,72.9,6.76,163.2,Zaid,Loamy,orange
57.3,24.6,29.1,25.7,74.5,4.95,46.8,Kharif,Loamy,finger_millet
24.2,43.3,23.1,24.2,51.8,6.48,84.2,Kharif,Loamy,mungbean
21.8,46.5,15.2,28.4,54.4,6.31,42.3,Kharif,Sandy,mothbeans
26.8,58.7,48.7,23.3,67.7,6.75,106.9,Kharif,Loamy,soybean
10.5,55.1,57.0,25.2,72.6,5.45,141.5,Kharif,Sandy,pigeonpeas
170.4,200.0,228.9,26.5,68.8,6.85,161.4,Zaid,Sandy,papaya
43.3,39.8,31.1,20.7,69.1,6.73,33.3,Rabi,Clayey,linseed
17.6,59.0,47.9,26.5,31.4,7.67,57.1,Rabi,Sandy,chickpea
37.6,14.0,22.6,29.4,49.1,6.67,55.3,Kharif,Loamy,sesame
76.4,66.2,65.1,30.0,70.0,5.04,98.1,Zaid,Sandy,mango
83.8,33.2,72.9,22.7,64.3,6.92,88.8,Zaid,Loamy,orange
89.5,66.1,60.8,28.5,63.2,6.98,133.6,Zaid,Loamy,guava
24.1,45.7,19.8,27.6,55.6,6.41,30.7,Kharif,Loamy,blackgram
68.7,6.0,29.2,29.8,38.6,7.16,48.3,Kharif,Sandy,pearl_millet
52.1,22.6,36.3,9.2,57.9,7.02,106.3,Rabi,Sandy,barley
19.6,55.9,72.6,31.9,48.0,7.01,92.3,Kharif,Loamy,groundnut
129.9,67.9,93.3,23.8,77.1,6.77,86.4,Rabi,Loamy,potato
88.7,41.4,39.7,26.2,74.9,6.96,139.3,Kharif,Clayey,jute
87.3,70.0,74.1,31.5,66.1,6.86,49.1,Zaid,Sandy,mango
46.4,36.3,62.1,28.5,49.8,5.96,74.1,Rabi,Sandy,grapes
29.1,42.5,35.8,30.1,70.3,6.55,69.2,Kharif,Loamy,cowpea
64.9,46.4,110.8,31.2,75.1,6.87,48.2,Rabi,Sandy,tobacco
102.5,43.9,54.6,33.4,63.8,7.36,58.4,Kharif,Clayey,cotton
160.2,95.3,138.7,18.5,74.4,5.72,88.5,Rabi,Loamy,potato
56.7,32.7,83.0,21.0,87.9,5.79,388.4,Kharif,Loamy,cardamom
93.7,49.5,62.4,23.1,49.1,6.35,44.4,Kharif,Sandy,sunflower
83.3,58.4,63.2,26.5,91.3,6.63,347.7,Kharif,Clayey,rice
31.6,17.8,27.6,26.3,64.2,6.74,45.8,Kharif,Loamy,sesame
102.9,69.0,125.1,29.7,90.4,6.56,133.7,Kharif,Loamy,turmeric
73.4,49.8,78.1,23.3,56.9,6.34,95.5,Rabi,Sandy,onion
88.6,44.5,44.6,26.5,53.3,6.65,121.0,Kharif,Sandy,maize
55.3,13.5,22.3,31.0,51.2,6.55,58.9,Kharif,Sandy,pearl_millet
116.7,97.7,121.0,20.6,75.5,5.14,94.4,Rabi,Sandy,potato
89.6,81.6,73.6,24.9,80.7,6.64,37.1,Kharif,Sandy,tomato
84.5,53.3,91.7,27.6,90.5,5.42,281.9,Kharif,Loamy,pepper
27.2,52.9,48.0,20.4,77.6,6.6,37.2,Rabi,Sandy,peas
29.8,43.7,39.3,12.6,73.0,6.86,60.6,Rabi,Loamy,peas
26.6,44.8,43.4,17.4,67.5,6.38,63.7,Rabi,Loamy,peas
62.6,38.8,29.0,24.7,59.4,6.67,105.5,Kharif,Sandy,finger_millet
72.2,73.6,126.0,19.7,76.0,5.12,125.9,Rabi,Sandy,potato
96.5,46.1,29.9,27.6,64.4,6.11,123.3,Kharif,Loamy,maize
16.6,47.2,43.3,29.9,68.4,6.02,168.7,Kharif,Loamy,pigeonpeas
85.6,56.8,58.7,25.2,87.3,6.53,281.4,Kharif,Loamy,rice
90.8,50.1,75.7,23.4,69.7,4.67,163.2,Kharif,Loamy,coffee
94.5,57.9,86.2,30.2,88.4,5.48,213.9,Kharif,Loamy,pepper
84.8,50.1,29.9,24.6,60.6,6.61,61.9,Kharif,Sandy,maize
46.7,34.5,54.3,19.2,42.0,6.01,48.5,Rabi,Loamy,garlic
68.0,33.8,24.4,29.8,52.3,7.58,93.9,Kharif,Sandy,sorghum
20.3,71.5,39.3,24.6,54.8,6.96,40.7,Rabi,Sandy,chickpea
65.5,39.5,70.3,13.0,59.2,6.37,89.9,Rabi,Loamy,apple
107.2,43.2,215.0,30.1,84.7,5.73,195.0,Kharif,Loamy,coconut
112.4,84.8,114.0,18.3,78.0,6.02,57.1,Rabi,Sandy,potato
69.5,35.5,36.4,30.8,49.9,7.25,81.4,Kharif,Sandy,sorghum
85.3,34.9,96.5,26.1,69.3,6.01,107.0,Zaid,Sandy,orange
93.5,61.7,129.0,31.6,76.0,6.58,147.5,Kharif,Clayey,sugarcane
88.0,44.9,72.5,31.6,69.1,7.49,77.2,Zaid,Loamy,guava
60.1,33.3,42.3,29.3,70.9,6.7,54.8,Kharif,Loamy,castor
76.9,55.2,93.8,30.7,70.5,6.24,63.7,Rabi,Sandy,tobacco
21.8,36.4,45.2,26.4,34.8,7.27,35.9,Rabi,Sandy,chickpea
53.0,35.7,64.7,25.5,58.4,6.78,46.0,Rabi,Sandy,grapes
77.1,42.1,40.1,24.6,75.8,6.93,137.0,Kharif,Loamy,jute
87.4,29.1,49.9,20.0,78.0,6.87,151.0,Rabi,Loamy,wheat
54.3,29.5,27.8,24.6,55.9,5.78,109.0,Rabi,Sandy,barley
27.7,75.2,16.7,34.5,43.2,7.85,45.0,Kharif,Sandy,mothbeans
20.1,53.0,24.2,30.9,61.3,6.19,86.1,Kharif,Loamy,mungbean
29.3,44.7,50.7,23.8,53.4,5.98,37.8,Rabi,Loamy,garlic
78.4,43.0,35.0,34.7,60.9,7.08,56.1,Kharif,Sandy,castor
106.6,55.4,115.7,29.4,80.9,6.15,154.1,Kharif,Loamy,turmeric
98.0,60.5,79.1,28.5,57.8,6.92,88.1,Zaid,Loamy,mango
104.9,40.6,77.0,28.4,37.7,6.9,47.7,Zaid,Loamy,pomegranate
50.5,33.3,54.6,17.8,57.1,5.18,49.0,Rabi,Loamy,garlic
26.8,43.3,13.5,27.4,77.5,6.31,82.8,Kharif,Loamy,mungbean
21.7,56.9,70.4,26.7,47.8,6.83,122.0,Kharif,Sandy,groundnut
49.5,33.6,39.5,13.5,64.7,6.83,62.8,Rabi,Sandy,barley
24.8,56.3,37.8,19.9,50.2,6.6,57.8,Rabi,Sandy,chickpea
106.4,61.2,66.5,26.8,46.7,6.74,131.4,Zaid,Sandy,mango
140.0,72.0,123.4,30.2,79.7,6.52,98.3,Kharif,Sandy,turmeric
12.3,47.9,45.6,27.0,67.0,5.53,144.2,Kharif,Sandy,pigeonpeas
19.6,80.4,46.6,27.7,62.2,6.01,75.0,Kharif,Clayey,soybean
50.1,28.9,53.2,31.1,53.1,7.67,50.5,Rabi,Sandy,grapes
24.6,45.5,54.4,16.5,80.7,6.35,68.1,Rabi,Loamy,peas
109.2,51.3,114.0,27.0,80.1,6.22,173.1,Kharif,Loamy,sugarcane
95.2,36.6,56.1,27.0,89.5,4.87,269.8,Kharif,Loamy,rubber
120.8,50.9,162.7,26.7,83.6,6.11,199.3,Kharif,Loamy,coconut
200.0,53.5,235.8,25.4,76.7,6.28,166.1,Kharif,Loamy,banana
82.4,31.6,78.7,20.3,67.2,6.93,126.0,Zaid,Loamy,orange
11.5,22.4,18.2,24.7,57.9,6.52,25.7,Rabi,Sandy,lentil
200.0,200.0,213.7,26.0,79.0,6.83,115.2,Zaid,Sandy,papaya
42.8,28.8,21.9,28.9,49.8,6.05,48.0,Kharif,Loamy,sesame
109.2,40.6,49.2,25.8,67.4,7.59,74.1,Kharif,Sandy,cotton
92.1,51.5,157.5,27.0,82.6,4.45,168.8,Kharif,Loamy,ginger
44.2,40.9,52.5,25.4,62.6,5.78,82.8,Rabi,Sandy,grapes
29.4,48.1,23.0,33.0,66.8,6.08,37.8,Kharif,Loamy,mungbean
87.7,39.0,44.3,30.0,81.1,7.08,70.7,Kharif,Loamy,jute
80.6,60.6,45.1,23.0,57.8,6.58,79.3,Kharif,Sandy,maize
95.0,60.7,128.9,28.5,77.7,6.37,135.8,Kharif,Loamy,turmeric
23.2,58.3,19.5,32.3,43.8,6.45,46.1,Kharif,Sandy,mothbeans
8.9,17.0,24.2,17.6,58.1,5.73,34.9,Rabi,Sandy,lentil
53.6,19.9,46.2,34.1,49.7,5.9,70.2,Kharif,Loamy,sorghum
79.7,40.9,41.5,31.1,80.9,6.69,127.7,Kharif,Clayey,jute
117.6,72.9,139.2,13.8,66.0,6.53,50.6,Rabi,Loamy,potato
56.8,26.4,39.5,37.7,32.0,6.84,14.6,Kharif,Sandy,pearl_millet
100.4,40.6,225.4,23.4,76.9,5.76,157.5,Kharif,Loamy,coconut
109.9,55.4,99.3,27.5,81.9,6.89,213.1,Kharif,Loamy,sugarcane
100.8,28.0,52.3,29.3,60.9,7.09,55.9,Kharif,Sandy,cotton
66.9,65.0,35.1,21.2,85.2,7.24,239.7,Rabi,Loamy,wheat
66.0,41.3,51.0,18.2,61.7,6.28,67.0,Rabi,Sandy,garlic
125.1,56.9,203.0,22.2,84.4,6.75,242.3,Kharif,Loamy,banana
31.0,56.2,32.1,29.7,66.4,6.57,109.9,Kharif,Loamy,soybean
76.1,40.2,43.0,30.6,80.9,6.82,116.0,Kharif,Loamy,jute
76.0,50.3,202.9,27.3,78.5,6.32,161.5,Kharif,Loamy,coconut
93.7,32.4,68.1,24.1,62.5,6.76,53.5,Rabi,Loamy,onion
115.7,61.5,78.3,31.4,45.3,7.01,82.9,Zaid,Sandy,mango
29.2,76.3,61.1,18.3,64.9,5.86,102.2,Kharif,Loamy,kidneybeans
11.4,42.2,56.3,27.4,67.4,5.95,146.8,Kharif,Sandy,pigeonpeas
105.7,54.0,46.7,25.8,66.2,6.79,60.4,Kharif,Loamy,sunflower
65.0,50.4,32.1,20.5,58.2,6.3,52.5,Rabi,Sandy,mustard
91.7,33.7,54.4,34.1,73.8,6.03,59.3,Zaid,Sandy,watermelon
56.3,53.4,63.6,24.1,90.2,6.77,180.2,Rabi,Sandy,wheat
124.6,47.8,111.9,20.7,79.6,5.16,171.0,Kharif,Loamy,coffee
23.5,52.7,42.5,16.7,79.2,6.99,59.3,Rabi,Loamy,peas
15.1,41.6,51.8,26.4,71.4,5.92,110.1,Kharif,Sandy,pigeonpeas
57.4,34.7,37.4,27.4,82.5,7.17,248.9,Kharif,Clayey,rice
102.0,37.2,55.0,25.9,81.7,6.2,274.5,Kharif,Clayey,rice
77.9,56.3,42.7,19.5,80.1,5.52,90.6,Kharif,Sandy,maize
81.2,50.0,95.3,29.6,54.2,5.89,55.0,Zaid,Sandy,pomegranate
29.2,89.7,57.9,22.0,73.2,6.29,117.4,Kharif,Loamy,kidneybeans
79.6,37.4,45.1,26.4,87.6,6.49,77.1,Kharif,Clayey,jute
51.4,33.0,33.7,9.6,59.2,7.12,86.2,Rabi,Loamy,barley
24.9,33.8,22.4,28.7,66.6,6.85,58.8,Kharif,Loamy,blackgram
165.9,66.6,265.4,22.9,75.4,6.85,264.7,Kharif,Loamy,banana
60.7,36.3,41.9,28.2,62.2,6.33,91.8,Kharif,Sandy,sorghum
99.1,51.4,91.0,27.6,81.8,5.58,256.5,Kharif,Loamy,pepper
79.4,35.6,142.4,23.9,80.4,4.8,208.4,Kharif,Loamy,ginger
70.6,41.1,45.8,19.1,61.4,7.88,55.9,Rabi,Sandy,mustard
6.9,52.0,45.8,25.5,60.6,5.68,155.1,Kharif,Sandy,pigeonpeas
71.0,43.8,202.3,25.9,84.9,5.34,189.5,Kharif,Sandy,coconut
82.4,51.5,39.2,25.0,52.2,6.27,79.0,Kharif,Loamy,maize
64.9,43.2,52.0,30.1,54.2,7.58,79.0,Kharif,Sandy,sorghum
16.3,50.0,58.7,27.9,69.0,6.48,185.0,Kharif,Sandy,pigeonpeas
22.9,50.8,55.0,14.5,69.6,6.6,59.5,Rabi,Loamy,peas
14.0,46.8,57.5,28.3,65.5,5.39,184.2,Kharif,Sandy,pigeonpeas
127.6,60.2,115.4,28.4,84.0,5.32,277.4,Kharif,Loamy,pepper
108.6,46.1,111.3,28.9,83.8,6.43,185.4,Kharif,Loamy,sugarcane
71.3,45.5,85.8,24.5,57.5,5.33,42.4,Rabi,Sandy,tobacco
91.6,47.2,77.3,24.0,64.6,6.45,73.7,Rabi,Loamy,tobacco
14.9,10.2,17.0,18.0,55.8,7.54,40.5,Rabi,Loamy,lentil
82.6,44.5,46.4,31.0,71.2,7.09,70.5,Kharif,Clayey,cotton
87.4,65.0,147.7,24.5,88.1,6.75,160.7,Kharif,Clayey,sugarcane
198.6,59.8,189.1,24.2,82.9,6.16,156.6,Kharif,Loamy,banana
26.7,77.9,36.8,27.5,78.5,6.84,118.4,Kharif,Clayey,soybean
106.5,35.5,49.5,30.9,72.2,6.72,67.2,Kharif,Loamy,cotton
87.9,59.6,163.6,26.7,76.3,5.44,164.4,Kharif,Loamy,ginger
77.2,56.9,93.4,25.2,62.4,6.76,76.0,Rabi,Sandy,onion
20.9,38.0,39.7,26.6,65.9,8.01,42.1,Rabi,Loamy,chickpea
118.3,67.2,119.0,21.7,73.5,5.39,75.9,Rabi,Sandy,potato
20.8,52.3,89.5,19.2,56.3,7.23,82.5,Kharif,Loamy,groundnut
15.1,60.5,52.3,32.3,62.5,5.32,159.4,Kharif,Sandy,pigeonpeas
22.5,68.3,23.2,30.0,55.5,6.59,40.5,Kharif,Sandy,mothbeans
117.5,86.3,125.0,15.1,71.8,6.55,64.1,Rabi,Sandy,potato
58.6,24.8,37.2,25.1,52.8,5.36,79.2,Kharif,Sandy,finger_millet
25.2,49.3,23.4,29.4,64.0,7.03,58.1,Kharif,Loamy,blackgram
24.7,49.1,14.8,28.5,47.4,6.57,75.5,Kharif,Loamy,mungbean
81.7,34.7,40.0,28.3,83.7,5.74,290.8,Kharif,Loamy,rice
97.8,53.8,96.7,20.3,88.4,5.03,221.1,Kharif,Loamy,coffee
93.7,72.5,94.6,25.8,64.5,6.26,63.0,Kharif,Loamy,tomato
183.4,58.7,210.6,28.6,93.2,6.49,132.6,Kharif,Loamy,banana
109.4,36.1,44.5,19.6,84.4,6.89,167.2,Rabi,Loamy,wheat
133.3,77.2,123.6,14.3,76.0,5.71,99.0,Rabi,Loamy,potato
51.1,26.6,92.4,21.1,82.8,6.4,293.2,Kharif,Loamy,cardamom
20.9,42.1,25.9,28.9,50.4,7.32,30.0,Kharif,Loamy,blackgram
183.3,55.3,252.1,24.2,83.3,7.06,142.4,Kharif,Loamy,banana
64.8,53.2,65.0,27.2,58.9,5.91,119.0,Zaid,Sandy,orange
101.1,51.1,102.0,21.7,78.3,4.63,335.2,Kharif,Loamy,coffee
